239	the phantom 	simon wincer	fantasy/action/superhero	1h 40m	42%	1996	n/a	FALSE	n/a
240	the pirate movie 	ken annakin	fantasy/comedy/musical	1h 45m	9%	1982	n/a	FALSE	n/a
241	student exchange	mollie miller	teen/comedy	1h 28m	70%	1987	n/a	FALSE	n/a
242	head of the family 	charles band	horror/comedy	1h 22m	34%	1996	n/a	FALSE	n/a
243	just one of the girls 	michael keusch	sport/teen	1h 31m	56%	1993	anything for love	FALSE	n/a
244	the runestone 	willard carroll	adventure/horror	1h 45m	20%	1991	n/a	FALSE	n/a
245	dungeons and dragons	courtney solomon	fantasy/action	1h 48m	10%	2000	n/a	FALSE	n/a
246	vibes 	ken kwapis	fantasy/romance	1h 40m	6%	1988	n/a	FALSE	n/a
247	netherworld 	david schmoeller	horror	1h 27m	13%	1992	n/a	FALSE	n/a
248	metamorphosis: the alien factor 	glenn takakjian	thriller/horror/sci-fi	1h 38m	35%	1990	the deadly spawn ii	TRUE	n/a
249	demon wind 	charles philip moore	horror	1h 36m	21%	1990	n/a	FALSE	n/a
250	a nightmare on elm street 	wes craven	mystery/slasher	1h 41m	94%	1984	n/a	TRUE	n/a
251	rumpelstiltskin	mark jones	horror/supernatural	1h 31m	27%	1995	n/a	FALSE	n/a
252	the arrival 	david twohy	sci-fi/thriller	1h 55m	64%	1996	n/a	FALSE	n/a
253	the second arrival	kevin s. tenney	thriller/action/sci-fi	1h 41m	15%	1998	the second arrival	FALSE	n/a
254	the wraith 	mike marvin	mystery/thriller/sci-fi	1h 33m	33%	1986	n/a	FALSE	n/a
255	beyond the law 	larry ferguson	drama/crime	1h 49m	73%	1993	n/a	FALSE	n/a
256	santa jr. 	kevin connor	fantasy/romance/holiday	1h 40m	45%	2002	n/a	FALSE	n/a
257	home sweet home 	netie pena	slasher/thriller	1h 25m	16%	1981	n/a	FALSE	n/a
258	party camp 	gary graver	comedy	1h 27m	0%	1987	n/a	FALSE	n/a
259	mankillers 	david a. prior	action	1h 28m	30%	1987	12 wild women	FALSE	The CIA sends a blonde (Lynda Aldon) to stop a bad agent in Colombia: she does it with 12 women convicts.
260	demons 	lamberto bava	action/horror	1h 28m	60%	1985	n/a	FALSE	Patrons (Natasha Hovey, Urbano Barberini) of a sneak preview see others zombie-fied to heavy-metal music in a Berlin theater.
261	demons 2 	lamberto bava	horror	1h 32m	60%	1986	demons 2: the nightmare returns	FALSE	Residents (David Knight, Virginia Bryant, Bobby Rhodes) of a high-rise are trapped inside with demons on a Saturday night.
262	the curse 	david keith	horror	1h 32m	50%	1987	n/a	FALSE	A boy's farm life changes when an ice-blue meteor plunges to earth, and only he and the local doctor believe that it's strange, root-like tendons are poisoning the farm's water supply and its occupants.
263	slugs	juan piquer simón	horror	1h 32m	38%	1988	n/a	FALSE	A health inspector (Michael Garfield) and two helpers hunt mutant killer slugs that call the sewer home.
264	going overboard 	valerie breiman	comedy	1h 39m	11%	1989	n/a	FALSE	A struggling young comedian takes a menial job on a cruise ship where he hopes for his big chance to make it in the world of cruise ship comedy.
265	shakes the clown 	bobcat goldthwait	drama/action 	1h 27m	38%	1991	n/a	FALSE	The all-clown town of Palukaville provides a colourful backdrop for this tale of an alcoholic funnyman framed for murder.
266	airheads 	michael lehmann	teen/comedy	1h 32m	21%	1994	n/a	FALSE	Three aspiring rock musicians -- Chazz (Brendan Fraser), Pip (Adam Sandler) and Rex (Steve Buscemi) -- are determined to have their band's demo tape played on the air. Out of desperation, they sneak into a Los Angeles radio station, but when the manager, Milo (Michael McKean), meets them with hostility, they resort to threatening him with realistic-looking water pistols. Soon the situation escalates, and the none-too-bright rockers get in over their heads.
267	suburban comando 	burt kennedy	action/adventure	1h 30m	15%	1991	n/a	FALSE	Problems with his rocket compel space-traveling vigilante Shep Ramsey (Hulk Hogan) to spend some time on Earth. Plunking himself down in the middle of suburbia, he rents a room from Charlie (Christopher Lloyd) and Jenny Wilcox (Shelley Duvall). Shep attempts to acclimate himself -- he skateboards, he accosts a mail carrier -- but he's destined to be a fish out of water. But when his outer space enemies arrive and pick a fight with his new friends, Shep is ready to prove his mettle. 
268	adventures in dinosaur city 	brett thompson	fantasy/adventure	1h 28m	38%	1992	n/a	TRUE	Two boys (Omri Katz, Shawn Hoffman) and a girl (Tiffanie Poston) are magically transported into their favorite TV show, an animated series about dinosaurs.
269	howling 2 	philippe mora	thriller/indie	1h 31m	27%	1985	n/a	FALSE	After his sister is turned into a werewolf and subsequently killed, Ben White (Reb Brown) decides to help the enigmatic Stefan Crosscoe (Christopher Lee) fight the growing population of lupine monsters, along with the lovely Jenny Templeton (Annie McEnroe). Traveling to Transylvania, Ben, Jenny and Crosscoe attempt to hunt down the powerful werewolf queen, Stirba (Sybil Danning), and must face her furry followers, as well as other supernatural forces.
270	the being 	jackie kong	horror/sci-fi	1h 22m	20%	1983	n/a	FALSE	n/a
271	mortuary	howard avedis	slasher/horror	1h 31m	29%	1983	n/a	FALSE	n/a
272	hell night 	tom desimone	slasher/indie	1h 41m	56%	1981	n/a	FALSE	n/a
273	the hearse 	george bowers	thriller/indie	1h 35m	23%	1980	n/a	FALSE	n/a
274	nightmare city 	umberto lenzi	thriller/sci-fi	1h 32m	40%	1980	n/a	FALSE	n/a
275	gore-met, zombie chef from hell 	don swan	horror/comedy	1h 7m	14%	1986	n/a	FALSE	n/a
276	ghostkeeper 	jim makichuk	thriller/drama	1h 29m	23%	1981	n/a	FALSE	n/a
277	funeral home 	william fruet	thriller/mystery	1h 33m	21%	1980	n/a	FALSE	n/a
278	hard rock zombies 	krishna shah	cult/horror	1h 38m	55%	1985	n/a	FALSE	n/a
279	book of shadows: blair witch 2 	joe berlinger	slasher/thriller	1h 39m	14%	2000	n/a	TRUE	n/a
280	the tony blair witch project 	michael a. martinez	comedy	1h 10m	24%	2000	n/a	FALSE	n/a
281	die hard dracula 	peter horak	horror/comedy	1h 28m	17%	1998	n/a	FALSE	n/a
282	over the top 	menahem golan	sport/drama	1h 33m	27%	1987	n/a	TRUE	n/a
283	laserblast 	michael rae	cult/horror/sci-fi	1h 25m	14%	1978	n/a	TRUE	n/a
284	zaat 	don barton	fantasy/cult	1h 40m	12%	1971	the blood waters of dr. z, hydra, attack of the swamp creatures	FALSE	n/a
285	devilfish 	lamberto bava	thriller/action	1h 36m	17%	1984	shark monster	FALSE	n/a
286	desperate lives 	robert michael lewis	drama	1h 36m	70%	1982	n/a	FALSE	n/a
287	not my kid 	michael tuchner	drama/teen	1h 40m	60%	1985	n/a	FALSE	n/a
288	squirm 	jeff lieberman	horror	1h 33m	36%	1976	n/a	FALSE	n/a
289	disco godfather 	j. robert wagoner	drama/blaxploitation	1h 33m	83%	1979	avenging disco godfather 	FALSE	n/a
290	time chasers 	david giancola	indie/sci-fi	1h 30m	19%	1994	tangents	FALSE	n/a
291	simon sez 	kevin alyn elders	thriller	1h 26m	17%	1999	n/a	FALSE	n/a
292	dark harvest 2: the maize 	bill cowell	horror	1h 28m	11%	2004	n/a	FALSE	n/a
293	nine lives 	andrew green	horror/supernatural	1h 25m	28%	2002	n/a	FALSE	n/a
294	ghosts can't do it 	john derek	fantasy/action	1h 30m	14%	1989	n/a	TRUE	n/a
295	the pumaman 	alberto de martino	fantasy/action/superhero	1h 40m	28%	1980	n/a	FALSE	n/a
296	seven mummies 	nick quested	thriller/horror	1h 30m	9%	2005	n/a	FALSE	n/a
297	car 54, where are you? 	bill fishman	comedy	1h 29m	11%	1994	n/a	FALSE	n/a
298	merlin's shop of mystical wonders 	kenneth j. berton	fantasy/horror	1h 32m	17%	1996	n/a	FALSE	n/a
299	copper mountain: a club med experience 	david mitchell	sport/romance/comedy	1h 00m	15%	1983	n/a	FALSE	n/a
300	boggy creek 2: and the legend continues 	charles b. pierce	horror/monster	1h 31m	15%	1985	n/a	FALSE	n/a
301	oasis of the living dead 	jesús franco	horror	1h 22m	5%	1981	the treasure of the living dead, oasis of the zombies	FALSE	n/a
302	the heavenly kid 	cary medoway	fantasy/romance/comedy	1h 31m	22%	1985	n/a	FALSE	n/a
303	surviving christmas 	mike mitchell	romance/comedy/holiday	1h 31m	7%	2004	n/a	FALSE	n/a
304	bill and ted's excellent adventure 	stephen herek	fantasy/teen/adventure	1h 31m	78%	1989	n/a	TRUE	n/a
305	programmed to kill 	allan holzman	action/sci-fi	1h 31m	25%	1987	the retaliator	FALSE	n/a
306	she 	robert day	fantasy/adventure	1h 46m	18%	1985	n/a	FALSE	n/a
307	time walker 	tom kennedy	sci-fi/horror 	1h 23m	27%	1982	n/a	FALSE	n/a
308	america 3000 	david engelbach	sci-fi/cult	1h 24m	23%	1986	n/a	FALSE	n/a
309	mutator 	john r. bowey	horror/sci-fi	1h 31m	35%	1989	time of the beast	FALSE	n/a
310	stryker 	cirio h. santiago	action/sci-fi	1h 26m	8%	1983	n/a	FALSE	n/a
311	wheels of fire 	cirio h. santiago	action/adventure/sci-fi	1h 21m	41%	1985	n/a	FALSE	n/a
312	steele justice 	robert boris	action/drama/thriller	1h 35m	39%	1987	n/a	FALSE	n/a
313	project shadowchaser 	john eyres	action/sci-fi	1h 37m	36%	1992	n/a	FALSE	n/a
314	project shadowchaser 2 	john eyres	action/sci-fi	1h 34m	41%	1994	n/a	FALSE	n/a
315	raiders of the sun 	cirio h. santiago	action/adventure	1h 20m	41%	1992	n/a	FALSE	n/a
316	equalizer 2000 	cirio h. santiago	action/adventure	1h 25m	12%	1987	n/a	FALSE	n/a
317	prototype x29a 	phillip j. roth	thriller/action	1h 38m	17%	1992	n/a	TRUE	n/a
318	shadow zone 	j. s. cardone	horror/sci-fi	1h 28m	29%	1990	n/a	FALSE	n/a
319	hell squad 	kenneth hartford	action/drama/thriller	1h 28m	25%	1986	n/a	FALSE	n/a
320	short circuit 2 	kenneth johnson	sci-fi/action/comedy	1h 51m	38%	1988	n/a	FALSE	n/a
321	maximum overdrive 	stephen king	mystery/disaster	1h 38m	17%	1986	n/a	FALSE	n/a
322	raw deal 	john irvin	thriller/indie	1h 47m	25%	1986	n/a	FALSE	n/a
323	class of 1999	mark l. lester	sci-fi/drama/thriller	1h 39m	67%	1990	n/a	FALSE	n/a
324	king kong lives 	john guillermin	fantasy/indie	1h 45m	16%	1986	n/a	FALSE	n/a
325	the lift 	dick maas	fantasy/sci-fi	1h 39m	40%	1983	de lift, goin' up	FALSE	n/a
326	once bitten 	howard storm	teen/romance	1h 34m	18%	1985	n/a	TRUE	n/a
327	double trouble 	john paragon	action/adventure	1h 26m	39%	1992	n/a	FALSE	n/a
328	drop dead fred 	ate de jong	drama/fantasy	1h 43m	9%	1991	n/a	FALSE	n/a
329	license to drive 	greg beeman	teen/buddy	1h 30m	17%	1988	n/a	FALSE	n/a
330	catwoman 	pitof	fantasy/thriller/superhero	1h 44m	9%	2004	n/a	TRUE	n/a
331	twin sitters 	john paragon	thriller/comedy	1h 33m	58%	1994	n/a	FALSE	n/a
332	think big! 	jon turteltaub	comedy	1h 26m	58%	1989	n/a	FALSE	n/a
333	smokey and the bandit part 3 	dick lowry	action/adventure	1h 25m	17%	1983	n/a	FALSE	n/a
334	beyond the stars 	david saperstein	drama/fantasy	1h 34m	33%	1989	n/a	TRUE	n/a
335	blood diner 	jackie kong	thriller/horror	1h 28m	57%	1987	n/a	FALSE	n/a
336	creepozoids 	david decoteau	horror/sci-fi	1h 12m	12%	1987	n/a	FALSE	n/a
337	my tutor 	george bowers	drama/coming of age	1h 37m	36%	1983	n/a	FALSE	n/a
338	fit to kill 	andy sidaris	thriller/action	1h 34m	38%	1993	n/a	FALSE	n/a
339	malibu express 	andy sidaris	thriller/mystery	1h 45m	35%	1985	n/a	FALSE	n/a
340	the best of times 	roger spottiswoode	sport/comedy	1h 44m	31%	1986	n/a	FALSE	n/a
341	deathstalker 2 	jim wynorski	fantasy/action/adventure	1h 26m	63%	1987	n/a	FALSE	n/a
342	deathstalker and the warriors from hell	alfonso corona	fantasy/adventure	1h 26m	21%	1988	deathstalker iii: the warriors from hell	FALSE	n/a
343	deathstalker iv: match of titans	howard r. cohen	fantasy/action	1h 25m	20%	1991	n/a	FALSE	n/a
344	the lost empire 	jim wynorski	drama/fantasy	1h 23m	27%	1984	n/a	FALSE	n/a
345	timerider: the adventure of lyle swann	william dear	indie/action	1h 34m	24%	1982	n/a	FALSE	n/a
346	loaded weapon	gene quintano	indie/action	1h 37m	18%	1993	n/a	FALSE	n/a
347	class	lewis john carlino	coming of age/comedy/drama	1h 38m	25%	1983	n/a	TRUE	n/a
348	kolobos	daniel liatowitsch, david todd ocvirk	slasher/horror 	1h 27m	60%	1999	n/a	FALSE	n/a
349	tail string	paul wynne	thriller/action	1h 37m	35%	2001	n/a	FALSE	n/a
350	mega force 	hal needham	fantasy/action	1h 39m	41%	1982	n/a	FALSE	n/a
351	rats: night of terror 	bruno mattei, claudio fragasso	sci-fi/thriller 	1h 38m	31%	1984	n/a	FALSE	n/a
352	syngenor 	george elanjian jr.	horror/sci-fi 	1h 38m	20%	1990	n/a	FALSE	n/a
353	scared to death 	william malone	drama/horror	1h 33m	16%	1981	n/a	FALSE	n/a
354	mutant 	john cardos	horror	1h 39m	33%	1984	night shadows	FALSE	n/a
355	lords of the deep 	mary ann fisher	thriller/horror/sci-fi	1h 35m	19%	1989	n/a	FALSE	n/a
356	star crystal 	lance lindsay	horror/sci-fi	1h 34m	14%	1986	n/a	FALSE	n/a
357	metalstorm: the destruction of jared-syn 	charles band	action/adventure	1h 24m	24%	1983	n/a	FALSE	n/a
358	white man's burden 	desmond nakano	thriller/drama	1h 37m	24%	1995	n/a	FALSE	n/a
359	drive angry 	patrick lussier	fantasy/thriller 	1h 45m	46%	2011	n/a	FALSE	n/a
360	yonggary 	shim hyung-rae	fantasy/sci-fi 	1h 40m	14%	1999	n/a	FALSE	n/a
361	mandroid 	jack ersgard	thriller/sci-fi	1h 21m	8%	1993	n/a	FALSE	n/a
362	don't tell mom the babysitter's dead 	stephen herek	teen/comedy	1h 45m	36%	1991	n/a	FALSE	n/a
363	return to oz 	walter murch	fantasy/mystery	1h 58m	52%	1985	n/a	FALSE	n/a
364	cool world 	ralph bakshi	fantasy/action 	1h 42m	4%	1992	n/a	TRUE	n/a
365	evolver 	mark rosman	teen/horror	1h 35m	43%	1995	n/a	FALSE	n/a
366	meet the applegates 	michael lehmann	comedy/dark comedy	1h 30m	10%	1990	n/a	FALSE	n/a
367	green ice 	ernest day	action/romance	1h 56m	47%	1981	n/a	FALSE	n/a
368	the warrior and the sorceress 	john broderick	fantasy/action	1h 21m	19%	1984	n/a	FALSE	n/a
369	hybrid 	fred olen ray	horror/sci-fi 	1h 30m	0%	1997	n/a	FALSE	n/a
370	beach babes from beyond	david decoteau	comedy/sci-fi	1h 15m	21%	1993	n/a	FALSE	n/a
371	sleepwalkers 	mick garris	adaptation/teen/horror	1h 31m	20%	1992	n/a	FALSE	n/a
372	footloose 	herbert ross	drama/comedy-drama	1h 50m	51%	1984	n/a	TRUE	n/a
373	adventures in babysitting 	chris columbus	crime/thriller	1h 42m	78%	1987	n/a	FALSE	n/a
374	cocktail 	roger donaldson	drama/romance	1h 43m	5%	1988	n/a	TRUE	n/a
375	career opportunities 	bryan gordon	teen/romance	1h 23m	38%	1991	n/a	FALSE	n/a
376	meet the feebles 	peter jackson	comedy/parody	1h 37m	71%	1989	n/a	FALSE	n/a
377	face off 	john woo	thriller/action	2h 20m	92%	1997	n/a	TRUE	n/a
378	hardware 	richard stanley	sci-fi/thriller	1h 34m	50%	1990	n/a	FALSE	n/a
379	cyborg cop 	sam firstenberg	sci-fi	1h 36m	20%	1993	n/a	FALSE	n/a
380	cyborg cop 2 	sam firstenberg	sci-fi	1h 37m	11%	1995	n/a	FALSE	n/a
381	cyborg cop 3 	yossi wein	thriller/action/sci-fi	1h 34m	17%	1995	n/a	FALSE	n/a
382	barb-wire 	david hogan	sci-fi/action	1h 49m	28%	1996	n/a	FALSE	n/a
383	omega cop 	paul kyriazi	action/martial arts	1h 27m	62%	1989	n/a	TRUE	n/a
384	braniac 	chano urueta	thriller/horror	1h 17m	41%	1961	n/a	FALSE	n/a
385	the fly 2 	chris walas	drama/indie/sci-fi	1h 45m	27%	1989	n/a	TRUE	n/a
386	fortress	stuart gordon	indie/action	1h 35m	40%	1992	n/a	FALSE	n/a
387	killdozer 	jerry london	horror/sci-fi	1h 14m	29%	1974	n/a	FALSE	n/a
388	judge dredd 	danny cannon	crime/thriller	1h 36m	17%	1995	n/a	TRUE	n/a
389	starship troopers 	paul verhoeven	thriller/mystery/sci-fi	2h 9m	62%	1997	n/a	TRUE	n/a
390	starship troopers 2 	phil tippett	thriller/action/sci-fi	1h 33m	33%	2004	n/a	TRUE	n/a
391	starship troopers 3: marauder	edward neumeier	action/adventure/sci-fi	1h 45m	50%	2008	n/a	TRUE	n/a
392	stop or my mom will shoot 	roger spottiswoode	action/adventure	1h 28m	8%	1992	n/a	TRUE	n/a
393	equilibrium 	kurt wimmer	thriller/tech noir	1h 47m	40%	2002	n/a	FALSE	n/a
394	samurai cop 	amir shervan	crime/thriller/martial arts	1h 36m	48%	1991	n/a	TRUE	n/a
395	surf ninjas 	neal israel	action/adventure	1h 27m	11%	1993	n/a	FALSE	n/a
396	the couch trip 	michael ritchie	indie/comedy	1h 37m	38%	1988	n/a	FALSE	n/a
397	the burbs 	joe dante	mystery/thriller/comedy	1h 42m	53%	1989	n/a	FALSE	n/a
398	the man with the one red shoe 	stan dragoti	thriller/action/comedy	1h 45m	47%	1985	n/a	FALSE	n/a
399	ultra warrior 	kevin tent	action/adventure/sci-fi	1h 20m	53%	1990	n/a	FALSE	n/a
400	visiting hours 	jean-claude lord	slasher/thriller	1h 45m	15%	1982	n/a	FALSE	n/a
401	shakma 	tom logan, hugh parks	horror	1h 41m	40%	1990	n/a	FALSE	n/a
402	basket case 2 	frank henenlotter	slasher/cult	1h 30m	39%	1990	n/a	TRUE	n/a
403	basket case 3 	frank henenlotter	horror/comedy	1h 30m	31%	1991	n/a	TRUE	n/a
404	tank girl 	rachel talalay	action/comedy	1h 44m	38%	1995	n/a	FALSE	n/a
405	johnny mnemonic 	robert longo	crime/sci-fi	1h 43m	13%	1995	n/a	FALSE	n/a
406	dna 	william mesa	action/horror	1h 45m	16%	1997	n/a	FALSE	n/a
407	my mom's a werewolf 	michael fischa	horror/comedy	1h 30m	34%	1989	n/a	FALSE	n/a
408	dead heat 	mark goldblatt	action/adventure	1h 26m	11%	1988	n/a	FALSE	n/a
409	smoke 'n' lightnin 	alan smithee, mike kirton	action	1h 22m	30%	1995	n/a	FALSE	n/a
410	sleepaway camp 	robert hiltzik	slasher/teen	1h 28m	82%	1983	n/a	TRUE	n/a
411	the wizard	todd holland	drama/sport/sci-fi	1h 40m	26%	1989	n/a	TRUE	n/a
412	halloween ii 	rick rosenthal	slasher/thriller	1h 32m	28%	1981	n/a	TRUE	n/a
413	halloween 4: the return of michael myers	dwight h. little	slasher/thriller	1h 32m	30%	1988	n/a	FALSE	n/a
414	halloween 5: the revenge of michael myers	dominique othenin-girard	slasher/thriller	1h 38m	13%	1989	n/a	FALSE	n/a
415	a nightmare on elm street 2: freddy's revenge	jack sholder	horror/slasher	1h 37m	41%	1985	n/a	TRUE	n/a
416	friday the 13th	sean s. cunningham	thriller/mystery/slasher	1h 35m	63%	1980	n/a	TRUE	n/a
417	the rape of richard beck 	karen arthur	drama/crime	1h 40m	60%	1985	n/a	FALSE	n/a
418	hard target 	john woo	thriller/action	2h 8m	53%	1993	n/a	FALSE	n/a
419	maniac cop 	william lustig	slasher/thriller	1h 26m	46%	1988	n/a	FALSE	n/a
420	driller killer 	abel ferrara	drama/slasher	1h 41m	69%	1979	n/a	FALSE	n/a
421	silent night evil night 	bob clark	mystery/slasher/holiday	1h 38m	71%	1974	black christmas	FALSE	n/a
422	new years evil 	emmett alston	thriller/slasher/holiday	1h 30m	14%	1980	n/a	FALSE	n/a
423	xtro 	harry bromley davenport	sci-fi/horror 	1h 30m	43%	1982	n/a	FALSE	n/a
424	xtro ii: the second encounter	harry bromley davenport	horror/sci-fi	1h 32m	0%	1990	n/a	FALSE	n/a
425	xtro 3: watch the skies	harry bromley davenport	horror/sci-fi	1h 37m	10%	1995	n/a	FALSE	n/a
426	night of the daemon 	jacques tourneur	fantasy/mystery	1h 35m	100%	1957	n/a	FALSE	n/a
427	bloody new year 	norman j. warren	mystery/slasher/horror	1h 33m	26%	1987	n/a	FALSE	n/a
428	friday the 13th part 2 	steve miner	slasher/thriller	1h 27m	29%	1981	n/a	TRUE	n/a
429	a nightmare on elm street 3: dream warriors	chuck russell	fantasy/mystery/horror	1h 36m	74%	1987	n/a	TRUE	n/a
430	blood freak 	steve hawkes, brad f. grinter	sci-fi/horror	1h 26m	47%	1971	n/a	FALSE	n/a
431	vampire in brooklyn 	wes craven	horror/comedy	1h 42m	10%	1995	n/a	TRUE	n/a
432	i come in peace 	craig r. baxley	crime/thriller	1h 31m	31%	1990	n/a	FALSE	n/a
433	evolution 	ivan reitman, nayeon cho	action/comedy/adventure/sci-fi	1h 42m	43%	2001	n/a	TRUE	n/a
434	up the academy 	robert downey sr.	teen/comedy	1h 27m	43%	1980	n/a	FALSE	n/a
435	zapped! 	robert j. rosenthal	fantasy/indie/teen	1h 38m	7%	1982	n/a	FALSE	n/a
436	lucky numbers 	nora ephron	comedy/crime	1h 45m	22%	2000	n/a	FALSE	n/a
437	evil in the woods 	william j. oates	comedy/fantasy/horror	1h 29m	36%	1986	n/a	FALSE	n/a
438	road to revenge 	james paradise, john de hart	drama/thriller	1h 30m	44%	1993	n/a	FALSE	n/a
439	the beach girls 	bud townsend	comedy/musical/teen	1h 38m	45%	1982	n/a	FALSE	n/a
440	project shadowchaser 3000 	john eyres	thriller/action/sci-fi	1h 39m	31%	1995	n/a	FALSE	n/a
441	k-9 	rod daniel	action/comedy	1h 42m	22%	1989	n/a	FALSE	n/a
442	pterodactyl 	mark l. lester	thriller/action	1h 29m	27%	2005	n/a	TRUE	n/a
443	christmas vacation 2: cousin eddie's island adventure 	nick marck	comedy/slapstick	1h 23m	12%	2003	n/a	FALSE	n/a
444	godzilla 	roland emmerich	sci-fi/thriller	2h 20m	16%	1998	n/a	TRUE	n/a
445	arcade 	albert pyun	fantasy/thriller	1h 25m	30%	1993	n/a	FALSE	n/a
446	brain scan 	john flynn	fantasy/thriller 	1h 36m	23%	1994	n/a	FALSE	n/a
447	darkman ii: the return of durant	bradford may	thriller/action	1h 33m	29%	1995	n/a	FALSE	n/a
448	darkman iii: die darkman die	bradford may	thriller/action 	1h 27m	33%	1996	n/a	FALSE	n/a
449	outlaw of gor	john cardos	adventure/sci-fi	1h 29m	21%	1988	gor ii	FALSE	n/a
450	things 	andrew jordan	horror	1h 23m	23%	1989	n/a	FALSE	n/a
451	ghetto blaster 	lan l. stewart	action/drama	1h 21	42%	1989	n/a	FALSE	n/a
452	destroyer 	robert kirk	slasher/horror	1h 34m	12%	1988	n/a	FALSE	n/a
453	one man force 	dale trevillion	action/crime/drama	1h 32m	50%	1989	n/a	FALSE	n/a
454	cyclone 	fred olen ray	drama/thriller	1h 29m	17%	1987	n/a	FALSE	n/a
455	future force 	david a. prior	action/sci-fi	1h 30m	14%	1989	n/a	TRUE	n/a
456	any which way but loose 	james fargo	action/adventure	1h 54m	37%	1978	n/a	FALSE	n/a
457	any which way you can 	buddy van horn	action/comedy	1h 56m	20%	1980	n/a	FALSE	n/a
458	the alien factor 	don dohler	comedy/sci-fi	1h 30m	29%	1978	n/a	FALSE	n/a
459	rockula 	luca bercovici	cult/comedy/musical	1h 30m	52%	1990	n/a	TRUE	n/a
460	escape from la 	john carpenter	fantasy/sci-fi	1h 41m	52%	1996	n/a	TRUE	n/a
461	shark attack 	bob misiorowski	action/horror	1h 40m	22%	1999	n/a	FALSE	n/a
462	shark attack 2 	david worth	thriller/action	1h 38m	28%	2000	n/a	FALSE	n/a
463	meet the applegates 	michael lehmann	comedy/dark comedy	1h 30m	10%	1990	n/a	FALSE	n/a
464	showgirls 	paul verhoeven	drama/erotic	2h 11m	22%	1995	n/a	TRUE	n/a
465	robot monster 	phil tucker	sci-fi	1h 6m	36%	1953	n/a	FALSE	n/a
466	glen or glenda 	ed wood	drama/docudrama	1h 14m	35%	1953	n/a	FALSE	n/a
467	maniac 	william lustig	drama/slasher	1h 28m	39%	1980	n/a	FALSE	n/a
468	maniac 	dwain esper	thriller	1h 49m	89%	1934	n/a	FALSE	n/a
469	terror of tiny town 	sam newfield	comedy/western	1h 2m	35%	1938	n/a	FALSE	n/a
470	satan's sadists 	al adamson	thriller/indie	1h 30m	52%	1969	n/a	FALSE	n/a
471	death bed: the bed that eats 	george barry	horror/supernatural	1h 20m	31%	1977	n/a	FALSE	n/a
472	mommie dearest	frank perry	drama/docudrama	2h 9m	50%	1981	n/a	FALSE	n/a
473	giant spider invasion 	bill rebane	fantasy/horror	1h 24m	15%	1975	n/a	FALSE	n/a
474	ready to rumble! 	brian robbins	sport/buddy	1h 47m	23%	2000	n/a	FALSE	n/a
475	zeram 	keita amemiya	action/adventure/sci-fi	1h 40m	75%	1991	n/a	FALSE	n/a
476	revenge of the nerds 	jeff kanew	comedy	1h 30m	70%	1984	n/a	TRUE	n/a
477	dr.giggles 	manny coto	slasher/horror	1h 36m	17%	1992	n/a	FALSE	n/a
478	equinox	dennis muren, jack woods	mystery/cult	1h 22m	33%	1970	n/a	FALSE	n/a
479	breakin 2: electric boogaloo 	sam firstenberg	drama/indie 	1h 34m	29%	1984	n/a	FALSE	n/a
480	7 faces of dr.lao 	george pal	adaptation/drama	1h 43m	83%	1964	n/a	FALSE	n/a
481	rana: the legend of shadow lake 	bill rebane	indie/horror	1h 36m	0%	1981	n/a	FALSE	n/a
482	halloween: resurrection	rick rosenthal	slasher/cult	1h 34m	11%	2002	n/a	FALSE	n/a
483	legend of the werewolf 	freddie francis	horror	1h 25m	27%	1975	plague of the werewolves	FALSE	n/a
484	vampire circus 	robert young	horror	1h 27m	80%	1972	n/a	FALSE	n/a
485	south beach academy 	joe esposito	comedy/sex comedy 	1h 31m	23%	1996	n/a	FALSE	n/a
486	student bodies	mickey rose, michael ritchie	slasher/horror	1h 26m	25%	1981	n/a	FALSE	n/a
487	back to the beach 	lyndall hobbs	comedy/musical	1h 32m	71%	1987	n/a	FALSE	n/a
488	monstroid: it came from the lake 	kenneth hartford	horror/sci-fi	1h 38m	5%	1980	n/a	FALSE	n/a
489	lunar cop 	boaz davidson	drama/action	1h 28m	12%	1995	n/a	FALSE	n/a
490	jungle wolf 	charlie ordoñez	action 	1h 25m	52%	1986	n/a	FALSE	n/a
491	return fire: jungle wolf ii	neil callaghan	action	1h 37m	54%	1988	n/a	FALSE	n/a
492	forgotten warrior	nick cacas, charlie ordoñez	action/sport 	1h 16m	54%	1988	commander rainbow	FALSE	n/a
493	dark star	john carpenter	thriller/cult	1h 23m	79%	1974	n/a	FALSE	n/a
494	vampire's kiss 	robert bierman	drama/horror 	1h 43m	61%	1988	n/a	TRUE	n/a
495	hollow man 	paul verhoeven	sci-fi/thriller 	1h 59m	28%	2000	n/a	FALSE	n/a
496	hollow man 2 	claudio fäh	thriller/action	1h 31m	20%	2006	n/a	FALSE	n/a
497	1990: bronx warriors 	enzo g. castellari	drama/sci-fi	1h 40m	35%	1982	n/a	FALSE	n/a
498	blastfighter: the executioner 	lamberto bava	action/crimedrama 	1h 27m	58%	1984	n/a	FALSE	n/a
499	endgame 	joe d'amato	action/adventure	1h 38m	62%	1983	n/a	FALSE	n/a
500	double down 	neil breen	thriller/action/adventure	1h 44m	55%	2007	n/a	FALSE	n/a
501	bloodlock 	william victor schotten	indie/horror	1h 30m	25%	2008	n/a	FALSE	n/a
